App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6073648,HDR,04/30/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077228,HDR,06/25/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074829,HDR,05/17/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077154,HDR,06/24/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075377,HDR,05/24/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6073792,HDR,05/02/2024,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074652,HDR,05/15/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077875,HDR,07/07/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6072662,HDR,04/17/2024,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073966,HDR,05/05/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6077568,HDR,07/01/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6074825,HDR,05/17/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079143,HDR,07/29/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078311,HDR,07/15/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6072988,HDR,04/22/2024,Denied,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6075950,HDR,06/03/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6078461,HDR,07/16/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075292,HDR,05/23/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078095,HDR,07/10/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6078174,HDR,07/12/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6075738,HDR,05/30/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077190,HDR,06/24/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,08/02/2024 05:00:05 PM
6079116,HDR,07/28/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075480,HDR,05/27/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077476,HDR,06/28/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6073596,HDR,04/29/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073302,HDR,04/25/2024,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078656,HDR,07/19/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075819,HDR,06/01/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077778,HDR,07/04/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6075628,HDR,05/29/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075254,HDR,05/22/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077336,HDR,06/26/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074454,HDR,05/12/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076826,HDR,06/18/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079364,HDR,08/01/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079095,HDR,07/28/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077780,HDR,07/04/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077140,HDR,06/24/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077430,HDR,06/28/2024,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078428,HDR,07/16/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077597,HDR,07/01/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077037,HDR,06/21/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076184,HDR,06/06/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6079181,HDR,07/29/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078709,HDR,07/21/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6079261,HDR,07/31/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078909,HDR,07/24/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078521,HDR,07/17/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6078436,HDR,07/16/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,08/02/2024 05:00:05 PM
6076695,HDR,06/14/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077452,HDR,06/28/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6075433,HDR,05/25/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077890,HDR,07/08/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078683,HDR,07/20/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077544,HDR,07/01/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6076114,HDR,06/06/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075573,HDR,05/28/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6079123,HDR,07/29/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079415,HDR,08/02/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6072409,HDR,04/13/2024,Pending Fitness Interview,07/25/2024,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077737,HDR,07/03/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6078426,HDR,07/16/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078651,HDR,07/19/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077108,HDR,06/23/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077097,HDR,06/23/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073896,HDR,05/03/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073705,HDR,05/01/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078103,HDR,07/10/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076801,HDR,06/18/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6072399,HDR,04/13/2024,Denied,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6074361,HDR,05/10/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079111,HDR,07/28/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077352,HDR,06/27/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076177,HDR,06/06/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6076767,HDR,06/17/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078437,HDR,07/16/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077996,HDR,07/09/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6076986,HDR,06/20/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078275,HDR,07/14/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6075699,HDR,05/30/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6073472,HDR,04/28/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077251,HDR,06/25/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078478,HDR,07/17/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6079171,HDR,07/29/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6078803,HDR,07/22/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075816,HDR,06/01/2024,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074407,HDR,05/11/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6073368,HDR,04/26/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079256,HDR,07/30/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6078903,HDR,07/24/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073586,HDR,04/29/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074443,HDR,05/12/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077550,HDR,07/01/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078522,HDR,07/17/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077808,HDR,07/05/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078253,HDR,07/13/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075122,HDR,05/21/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,08/02/2024 05:00:05 PM
6075301,HDR,05/23/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6077839,HDR,07/06/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6078830,HDR,07/23/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078630,HDR,07/19/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076707,HDR,06/15/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078817,HDR,07/23/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6078719,HDR,07/21/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078816,HDR,07/23/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077633,HDR,07/01/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075422,HDR,05/25/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078267,HDR,07/13/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6079230,HDR,07/30/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074116,HDR,05/07/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077774,HDR,07/04/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074617,HDR,05/14/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078168,HDR,07/11/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6078802,HDR,07/22/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6079345,HDR,08/01/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076952,HDR,06/20/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077860,HDR,07/07/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074758,HDR,05/16/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078143,HDR,07/11/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076776,HDR,06/17/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6075450,HDR,05/26/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078777,HDR,07/22/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076145,HDR,06/06/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077854,HDR,07/06/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073593,HDR,04/29/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6072975,HDR,04/22/2024,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078346,HDR,07/15/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078768,HDR,07/22/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077204,HDR,06/24/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079126,HDR,07/29/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6076451,HDR,06/11/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
